program,baseline_ms,projection_ms,baseline_input_tokens,projection_input_tokens,baseline_total_tokens,projection_total_tokens,input_savings_pct,total_savings_pct,baseline_cache,projection_cache,status
BDSM043,0,0,0,0,0,0,n/a,n/a,-,-,fail
